Austria,"Natural capital per capita, agricultural land: cropland",2500.6,1805.4,1764.8,1935.2,2243.8
Austria,"Natural capital per capita, agricultural land: pastureland",5172.3,3576.3,3399.1,3394.6,3663.0
Austria,"Natural capital per capita, forests",5818.9,5820.2,5687.0,5800.6,5647.2
Austria,"Natural capital per capita, forests: nontimber",4973.7,4974.6,4860.2,4792.6,4701.4
Austria,"Natural capital per capita, forests: timber",845.2,845.6,826.8,1008.0,945.8
Austria,"Natural capital per capita, protected areas",3096.9,2593.4,2675.1,3079.8,3704.3
Austria,"Natural capital per capita, subsoil assets",188.6,193.1,348.0,876.5,1007.2
Austria,"Natural capital per capita, subsoil assets, minerals: bauxite",,,,,
Austria,"Natural capital per capita, subsoil assets, minerals: copper",,,,,
Austria,"Natural capital per capita, subsoil assets, minerals: gold",,,,,
Austria,"Natural capital per capita, subsoil assets, minerals: iron ore",0.0,0.0,44.1,496.7,610.9
Austria,"Natural capital per capita, subsoil assets, minerals: lead",,,,,
Austria,"Natural capital per capita, subsoil assets, minerals: nickel",,,,,
Austria,"Natural capital per capita, subsoil assets, minerals: phosphate",,,,,
Austria,"Natural capital per capita, subsoil assets, minerals: silver",0.0,,,,
Austria,"Natural capital per capita, subsoil assets, minerals: tin",,,,,
Austria,"Natural capital per capita, subsoil assets, minerals: zinc",,,,,
Austria,"Natural capital per capita, subsoil assets: coal",8.9,2.1,8.1,0.0,0.0
Austria,"Natural capital per capita, subsoil assets: gas",73.5,71.0,116.2,145.0,127.9
Austria,"Natural capital per capita, subsoil assets: minerals",0.0,0.0,44.1,496.7,610.9
Austria,"Natural capital per capita, subsoil assets: oil",106.2,120.0,179.6,234.7,268.5
Austria,"Natural capital, agricultural land",60986752324.9,43115804550.5,42487164137.8,44575445069.3,50453416165.4
Austria,"Natural capital, agricultural land: cropland",19875797691.5,14464437602.5,14520141603.2,16184711348.6,19165353200.2
Austria,"Natural capital, agricultural land: pastureland",41110954633.4,28651366948.0,27967022534.6,28390733720.7,31288062965.2
Austria,"Natural capital, forests",46250388361.1,46628988332.7,46792047244.7,48513059925.1,48236197918.8
Austria,"Natural capital, forests: nontimber",39532256085.3,39854163082.6,39989156339.5,40082613209.7,40157378705.8
Austria,"Natural capital, forests: timber",6718132275.8,6774825250.1,6802890905.2,8430446715.4,8078819212.9
Austria,"Natural capital, protected areas",24614650122.7,20777334138.0,22010391008.4,25757786752.0,31640577398.4
Austria,"Natural capital, subsoil assets",1499067578.3,1546711590.0,2863030089.6,7330127921.7,8603175497.5
Austria,"Natural capital, subsoil assets, minerals: bauxite",,,,,
Austria,"Natural capital, subsoil assets, minerals: copper",,,,,
Austria,"Natural capital, subsoil assets, minerals: gold",,,,,
Austria,"Natural capital, subsoil assets, minerals: iron ore",0.0,0.0,363251820.4,4154294363.3,5217652899.4
Austria,"Natural capital, subsoil assets, minerals: lead",,,,,
Austria,"Natural capital, subsoil assets, minerals: nickel",,,,,
